time,rainfall,inflow,reservoir_level,release,downstream_flow
68,21,20.551909533943586,100.0,16.44152762715487,36.993437161098456
69,84,121.11365913335214,100.0,96.89092730668172,218.00458644003385
70,23,30.814385631116693,100.0,24.651508504893357,55.46589413601005
71,149,191.07107524801629,100.0,152.85686019841305,343.92793544642933
72,104,136.90907963634368,100.0,109.52726370907494,246.4363433454186
73,180,259.04308293412333,100.0,207.23446634729868,466.277549281422
74,152,221.41386041319782,100.0,177.13108833055827,398.5449487437561
75,38,34.31128524002678,100.0,27.449028192021423,61.7603134320482
76,129,148.39940824236126,100.0,118.71952659388901,267.1189348362503
77,160,239.03030312285438,100.0,191.2242424982835,430.2545456211379
78,27,25.954498596526708,100.0,20.76359887722137,46.718097473748074
79,13,13.28957308309398,100.0,10.631658466475185,23.921231549569164
80,48,63.85169824933006,100.0,51.08135859946405,114.93305684879411
81,61,88.43433017660544,100.0,70.74746414128435,159.1817943178898
82,177,138.81959044443994,100.0,111.05567235555196,249.8752627999919
83,192,153.8562657124103,100.0,123.08501256992825,276.94127828233854
84,0,0.0,100.0,0.0,0.0
85,146,73.17240887312508,100.0,58.53792709850006,131.71033597162514
86,91,57.641842912805295,100.0,46.11347433024424,103.75531724304953
87,165,159.25682811909303,100.0,127.40546249527443,286.66229061436746
88,182,121.04364492585313,100.0,96.8349159406825,217.87856086653562
89,73,56.339747888007025,100.0,45.071798310405626,101.41154619841265
90,98,54.91690216444848,100.0,43.933521731558784,98.85042389600727
91,7,3.8083325895338,100.0,3.0466660716270404,6.85499866116084
92,141,178.4597054831428,100.0,142.76776438651424,321.22746986965706
93,140,153.00439373243393,100.0,122.40351498594714,275.40790871838107
94,20,12.629816117206383,100.0,10.103852893765108,22.73366901097149
95,17,10.809785388918549,100.0,8.64782831113484,19.457613700053386
96,60,34.98812182408238,100.0,27.990497459265903,62.97861928334828
97,171,213.90580280976457,100.0,171.12464224781166,385.03044505757623
98,154,117.25873027148941,100.0,93.80698421719154,211.06571448868095
99,94,129.84546458293374,100.0,103.876371666347,233.72183624928073
